Loan_ID,Customer_ID,Application_Date,Branch,Region,Age,Gender,Occupation,Employment_Years,Annual_Income,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Debt_To_Income_Ratio,LTV_Ratio,Risk_Category,Loan_Status,Collateral,Marital_Status,Dependents,Default_Flag
LN100156,CUST50156,2024-02-14,Kolkata,South,24,Female,Clerk,4,1092710,818,Personal,645595,60,17.83,12678.41,16.7,92.4,Low,Active,No,Single,2,0
LN100157,CUST50157,2024-07-22,Chennai,North,29,Male,Doctor,13,2242369,560,Medical,551561,24,15.95,26647.29,38.0,44.7,High,Defaulted,Yes,Married,1,1
LN100158,CUST50158,2026-04-28,Pune,East,34,Female,Doctor,15,1610156,801,Education,2706195,84,15.41,37181.19,22.3,66.5,Low,Active,Yes,Married,1,0
LN100159,CUST50159,2025-02-21,Chennai,West,31,Male,Doctor,11,871663,734,Auto,2558662,12,11.37,237465.16,20.5,84.9,Medium,Delinquent,Yes,Married,2,0
LN100160,CUST50160,2025-03-29,Kolkata,West,45,Female,Teacher,14,565587,458,Personal,1333188,48,7.89,29966.18,10.7,91.2,High,Defaulted,No,Single,4,1
LN100161,CUST50161,2024-05-23,Kolkata,West,23,Male,Doctor,14,1121467,502,Home,4119444,240,14.73,19692.66,56.5,80.6,High,Delinquent,No,Married,1,0
LN100162,CUST50162,2026-02-02,Bengaluru,North,58,Female,Doctor,3,1920383,622,Medical,1334817,84,14.95,18266.34,21.7,67.5,High,Defaulted,Yes,Married,1,1
LN100163,CUST50163,2025-01-10,Mumbai,North,26,Male,Engineer,15,233634,792,Personal,2844028,120,11.2,26354.66,12.2,73.9,Low,Delinquent,Yes,Single,3,0
LN100164,CUST50164,2024-11-19,Delhi,East,59,Female,Analyst,23,1183616,627,Personal,2947395,240,17.56,14437.32,11.9,67.8,High,Active,No,Single,4,0
LN100165,CUST50165,2026-04-14,Mumbai,North,53,Male,Doctor,24,944986,638,Personal,3120519,24,14.41,148757.74,14.6,64.9,High,Active,Yes,Single,3,0
LN100166,CUST50166,2024-08-04,Kolkata,South,40,Male,Doctor,5,1427709,829,Business,3728831,240,11.48,17320.42,52.1,71.0,Low,Paid,Yes,Married,0,0
LN100167,CUST50167,2023-08-05,Hyderabad,South,36,Female,Manager,14,2070011,697,Medical,2154881,120,12.62,20223.56,33.5,80.2,Medium,Active,Yes,Single,1,0
LN100168,CUST50168,2026-03-20,Chennai,East,43,Female,Manager,34,1579360,805,Home,3844995,84,12.37,51435.96,18.1,94.3,Low,Defaulted,Yes,Married,3,1
LN100169,CUST50169,2026-05-23,Mumbai,East,52,Male,Teacher,13,2132560,626,Home,3300244,84,17.62,46211.27,15.1,93.5,High,Active,No,Single,3,0
LN100170,CUST50170,2024-11-15,Bengaluru,South,29,Male,Analyst,2,1475334,631,Debt Consolidation,4742954,12,16.33,459789.87,49.6,54.9,High,Paid,No,Married,4,0
LN100171,CUST50171,2025-12-21,Bengaluru,East,60,Male,Teacher,33,1479144,575,Personal,4385226,36,7.28,130679.73,9.0,59.9,High,Paid,No,Single,0,0
LN100172,CUST50172,2023-10-21,Pune,East,44,Male,Analyst,11,697093,639,Auto,2085696,36,15.85,67118.86,31.6,89.3,High,Paid,No,Single,3,0
LN100173,CUST50173,2023-10-14,Pune,North,51,Female,Doctor,24,1599765,729,Education,1408186,180,9.85,8593.85,20.1,91.6,Medium,Delinquent,No,Single,3,0
LN100174,CUST50174,2025-08-30,Kolkata,West,24,Male,Engineer,16,1701584,526,Business,324014,60,6.41,5746.39,43.8,49.5,High,Delinquent,Yes,Married,0,0
LN100175,CUST50175,2026-02-18,Kolkata,East,47,Female,Self-employed,35,2158743,805,Medical,2320692,84,17.45,32448.25,6.6,63.5,Low,Paid,Yes,Married,4,0
LN100176,CUST50176,2024-08-19,Kolkata,East,26,Male,Self-employed,30,1343669,576,Auto,1662134,48,8.69,37636.95,59.7,78.0,High,Active,No,Single,0,0
LN100177,CUST50177,2023-11-24,Chennai,South,38,Female,Engineer,1,1001119,734,Auto,2008542,48,13.32,47418.33,24.9,59.0,Medium,Active,No,Married,2,0
LN100178,CUST50178,2023-08-22,Mumbai,North,37,Male,Engineer,15,1857082,824,Medical,1920299,60,7.39,34370.15,9.2,85.0,Low,Delinquent,No,Single,2,0
LN100179,CUST50179,2026-01-09,Delhi,North,47,Male,Doctor,29,523513,847,Medical,4362377,180,13.49,27504.79,15.8,73.1,Low,Active,Yes,Married,4,0
LN100180,CUST50180,2026-04-09,Delhi,East,52,Female,Engineer,0,1928864,722,Medical,1423541,24,8.46,64332.19,24.8,59.3,Medium,Defaulted,No,Married,1,1
LN100181,CUST50181,2024-12-19,Hyderabad,West,60,Male,Teacher,16,1405748,460,Education,4967666,180,13.03,31194.18,41.8,83.8,High,Active,No,Single,1,0
LN100182,CUST50182,2025-08-30,Hyderabad,South,58,Male,Analyst,14,558319,778,Business,3214427,36,16.89,104370.66,57.4,64.4,Low,Paid,Yes,Single,3,0
LN100183,CUST50183,2024-06-30,Chennai,East,35,Female,Self-employed,5,889748,656,Medical,1310485,24,6.43,58114.55,26.5,61.2,Medium,Paid,Yes,Single,4,0
LN100184,CUST50184,2023-10-08,Mumbai,East,28,Female,Self-employed,26,2371254,628,Education,2535629,240,10.19,11641.71,51.5,87.3,High,Defaulted,Yes,Single,0,1
LN100185,CUST50185,2023-12-29,Hyderabad,West,26,Female,Clerk,0,1550041,825,Debt Consolidation,4597811,12,13.92,436485.52,13.5,60.0,Low,Paid,No,Married,0,0
LN100186,CUST50186,2025-08-23,Hyderabad,West,51,Male,Analyst,13,780085,542,Medical,3645560,180,12.95,22875.89,48.8,67.7,High,Active,No,Married,0,0
LN100187,CUST50187,2026-03-11,Chennai,South,56,Female,Doctor,19,278636,704,Personal,1404826,240,13.82,6662.39,27.3,89.7,Medium,Active,Yes,Married,4,0
LN100188,CUST50188,2026-01-25,Chennai,East,37,Male,Teacher,5,684915,615,Personal,3473915,60,14.13,66079.65,52.6,57.4,High,Delinquent,Yes,Married,0,0
LN100189,CUST50189,2024-05-18,Mumbai,West,52,Female,Engineer,2,1938481,816,Home,4358542,12,12.73,409448.7,15.6,56.6,Low,Active,Yes,Single,2,0
LN100190,CUST50190,2024-06-15,Mumbai,South,55,Male,Self-employed,4,1635725,762,Auto,4205749,36,6.31,124198.1,57.5,78.6,Low,Delinquent,No,Single,1,0
LN100191,CUST50191,2023-08-18,Chennai,East,50,Male,Analyst,10,600131,825,Auto,3583383,24,7.15,159983.12,45.0,63.3,Low,Defaulted,Yes,Single,4,1
LN100192,CUST50192,2023-12-24,Hyderabad,North,46,Female,Analyst,23,2240775,749,Education,3307603,180,13.15,20791.96,20.8,40.4,Medium,Active,Yes,Married,0,0
LN100193,CUST50193,2025-04-09,Delhi,South,38,Female,Self-employed,33,466196,648,Education,1428472,240,9.95,6544.19,51.1,64.3,High,Active,Yes,Married,1,0
LN100194,CUST50194,2025-05-24,Chennai,North,41,Female,Engineer,9,1719656,526,Auto,107240,24,8.7,4857.08,56.5,89.8,High,Delinquent,No,Married,3,0
LN100195,CUST50195,2026-02-17,Bengaluru,South,23,Female,Doctor,30,1104114,683,Business,4392261,84,17.91,61653.75,54.3,62.5,Medium,Paid,No,Single,0,0
LN100196,CUST50196,2024-08-20,Delhi,East,37,Female,Doctor,14,1720969,450,Education,4804399,120,8.14,43295.64,56.3,50.2,High,Active,No,Married,2,0
LN100197,CUST50197,2026-04-26,Hyderabad,East,51,Female,Manager,13,610663,650,Auto,789816,60,9.8,14453.63,49.5,61.2,Medium,Active,No,Married,0,0
LN100198,CUST50198,2025-04-02,Hyderabad,West,52,Female,Analyst,35,2089433,616,Home,1505778,180,16.09,9711.43,26.4,41.4,High,Active,No,Single,4,0
LN100199,CUST50199,2024-04-03,Delhi,North,26,Female,Engineer,6,334945,508,Medical,3067694,12,16.28,297259.55,40.4,88.8,High,Active,Yes,Married,2,0
LN100200,CUST50200,2023-09-26,Mumbai,North,26,Female,Teacher,25,1785444,595,Personal,4373980,180,14.1,27726.17,59.5,66.9,High,Delinquent,Yes,Married,0,0
LN100201,CUST50201,2025-09-28,Delhi,West,39,Female,Teacher,7,2427376,520,Medical,1911129,36,16.32,61750.7,16.1,55.8,High,Active,Yes,Single,3,0
LN100202,CUST50202,2025-04-05,Mumbai,North,61,Female,Engineer,21,2117845,816,Debt Consolidation,457922,48,15.91,11057.86,23.1,49.7,Low,Active,Yes,Single,4,0
LN100203,CUST50203,2025-03-03,Delhi,East,39,Male,Engineer,23,1629248,779,Auto,1851651,24,12.49,86788.43,53.7,60.6,Low,Active,No,Single,4,0
LN100204,CUST50204,2024-07-30,Mumbai,East,23,Female,Engineer,15,1476344,795,Education,3114636,12,13.11,293580.4,9.7,76.5,Low,Active,Yes,Married,0,0
LN100205,CUST50205,2024-11-22,Hyderabad,South,24,Female,Engineer,13,1783364,617,Auto,1371022,12,8.33,123769.01,48.5,80.3,High,Delinquent,Yes,Married,3,0
LN100206,CUST50206,2024-07-14,Bengaluru,West,56,Female,Clerk,11,655896,493,Auto,1508441,60,17.99,29663.49,39.2,45.2,High,Defaulted,Yes,Single,3,1
LN100207,CUST50207,2025-07-10,Mumbai,South,26,Male,Doctor,17,1404083,541,Debt Consolidation,2379970,120,14.68,22744.58,25.6,63.4,High,Delinquent,No,Married,4,0
LN100208,CUST50208,2025-01-23,Hyderabad,North,47,Male,Manager,0,1726943,471,Medical,83325,48,17.7,2043.2,49.0,81.1,High,Delinquent,No,Single,4,0
LN100209,CUST50209,2025-08-18,Kolkata,North,58,Female,Engineer,23,431827,825,Medical,3588867,36,14.71,114355.26,18.9,79.8,Low,Paid,No,Single,0,0
LN100210,CUST50210,2024-07-10,Mumbai,East,63,Male,Self-employed,7,1840872,716,Personal,1813439,120,16.05,17537.47,56.8,52.3,Medium,Defaulted,No,Married,4,1
LN100211,CUST50211,2026-02-15,Hyderabad,East,37,Male,Manager,33,2412793,480,Education,4571232,24,11.09,211590.9,11.1,57.7,High,Defaulted,Yes,Single,4,1
LN100212,CUST50212,2023-10-29,Hyderabad,South,65,Female,Teacher,31,706173,609,Medical,3606242,12,11.16,334058.22,11.2,60.3,High,Active,Yes,Married,3,0
LN100213,CUST50213,2024-11-27,Kolkata,East,60,Female,Self-employed,3,1929917,745,Debt Consolidation,4910181,36,7.34,146405.23,27.0,64.9,Medium,Paid,No,Single,0,0
LN100214,CUST50214,2026-05-11,Pune,South,30,Female,Clerk,31,1352411,629,Debt Consolidation,4994587,84,17.47,69846.92,26.1,70.9,High,Defaulted,No,Married,0,1
LN100215,CUST50215,2025-07-02,Hyderabad,North,25,Male,Manager,34,1752772,633,Education,3600140,240,10.09,16514.14,39.5,83.4,High,Defaulted,No,Married,1,1
LN100216,CUST50216,2025-12-16,Pune,South,64,Male,Analyst,21,1370039,506,Medical,2641198,60,17.61,51771.88,34.3,68.0,High,Defaulted,No,Single,1,1
LN100217,CUST50217,2024-10-14,Pune,North,31,Female,Analyst,33,1034303,790,Personal,3085619,180,12.64,19309.12,10.6,87.7,Low,Active,No,Married,0,0
LN100218,CUST50218,2024-04-07,Hyderabad,South,53,Male,Manager,15,1803507,710,Auto,2190973,240,6.65,9736.14,23.7,69.1,Medium,Paid,No,Married,0,0
LN100219,CUST50219,2024-12-15,Pune,North,40,Female,Doctor,25,1922653,462,Medical,2876967,36,11.34,88978.2,46.1,78.8,High,Delinquent,No,Married,4,0
LN100220,CUST50220,2025-08-21,Delhi,South,38,Female,Manager,15,2497421,626,Home,4644463,180,12.88,29125.94,48.2,67.4,High,Delinquent,No,Single,2,0
LN100221,CUST50221,2026-04-05,Bengaluru,East,30,Female,Analyst,13,1578392,741,Medical,935367,60,8.78,16958.2,13.3,51.8,Medium,Paid,Yes,Single,3,0
LN100222,CUST50222,2025-12-20,Mumbai,North,41,Male,Self-employed,12,2084064,830,Education,299162,36,9.89,9131.92,40.1,41.8,Low,Paid,Yes,Single,1,0
LN100223,CUST50223,2026-04-06,Mumbai,West,50,Female,Analyst,34,445765,591,Business,4144974,84,6.97,52784.27,57.8,61.4,High,Active,Yes,Married,4,0
LN100224,CUST50224,2023-10-17,Bengaluru,South,55,Male,Doctor,30,927232,751,Education,519047,24,7.6,23270.61,45.3,78.7,Low,Paid,Yes,Married,0,0
LN100225,CUST50225,2026-02-07,Delhi,West,58,Female,Clerk,32,2466298,475,Personal,3742797,36,13.59,118095.64,17.0,42.9,High,Active,Yes,Single,3,0
LN100226,CUST50226,2024-03-02,Bengaluru,South,34,Male,Analyst,19,1882029,728,Debt Consolidation,408769,12,10.77,37732.79,43.2,40.9,Medium,Active,No,Single,3,0
LN100227,CUST50227,2024-06-26,Hyderabad,West,54,Male,Manager,15,1173501,661,Debt Consolidation,2398246,84,12.43,32099.38,9.8,63.6,Medium,Active,Yes,Single,4,0
LN100228,CUST50228,2025-04-16,Delhi,West,65,Female,Manager,33,342927,799,Medical,3110782,24,6.51,138053.91,45.5,51.8,Low,Active,No,Married,4,0
LN100229,CUST50229,2026-01-25,Bengaluru,South,21,Male,Clerk,18,1523921,732,Personal,1156430,24,13.19,54540.13,49.9,63.5,Medium,Active,No,Single,0,0
LN100230,CUST50230,2024-10-17,Delhi,East,37,Male,Engineer,1,1868340,838,Auto,2459989,60,8.0,44279.8,56.9,50.8,Low,Paid,Yes,Single,2,0
LN100231,CUST50231,2025-02-13,Delhi,South,44,Male,Teacher,27,461142,843,Business,3165971,180,7.74,18950.1,58.0,69.3,Low,Paid,No,Single,2,0
LN100232,CUST50232,2024-03-30,Chennai,South,34,Female,Doctor,0,1734288,803,Education,333061,12,10.25,30599.98,57.5,94.0,Low,Active,No,Married,2,0
LN100233,CUST50233,2025-12-01,Kolkata,West,34,Male,Clerk,18,1799278,815,Medical,2304817,120,9.43,21018.01,14.1,94.6,Low,Paid,Yes,Single,3,0
LN100234,CUST50234,2024-01-22,Hyderabad,North,38,Male,Manager,7,809145,850,Debt Consolidation,1881966,180,13.35,11851.16,11.5,48.4,Low,Paid,Yes,Single,3,0
LN100235,CUST50235,2025-02-14,Delhi,East,24,Male,Self-employed,22,1142409,525,Home,4413861,120,7.71,39618.08,40.5,45.2,High,Delinquent,No,Single,1,0
LN100236,CUST50236,2026-04-18,Mumbai,South,36,Male,Self-employed,33,1325469,537,Business,4863893,12,9.68,444559.82,49.5,57.2,High,Delinquent,Yes,Single,2,0
LN100237,CUST50237,2025-06-01,Kolkata,East,21,Male,Clerk,14,755941,606,Auto,1466942,12,10.82,135472.09,34.2,41.8,High,Delinquent,No,Married,2,0
LN100238,CUST50238,2025-09-25,Mumbai,North,28,Female,Engineer,17,523783,509,Home,1000653,120,14.81,9573.75,48.2,46.0,High,Defaulted,No,Married,2,1
LN100239,CUST50239,2023-09-18,Chennai,North,31,Female,Teacher,10,2398961,724,Business,4531525,240,13.7,21468.1,46.4,66.6,Medium,Active,No,Single,1,0
LN100240,CUST50240,2024-03-26,Delhi,South,46,Male,Clerk,1,1349643,812,Education,4981073,12,10.88,460251.15,36.2,61.2,Low,Delinquent,Yes,Married,2,0
LN100241,CUST50241,2025-11-23,Hyderabad,North,46,Female,Doctor,11,964469,772,Auto,3118202,48,8.97,70789.68,37.6,81.3,Low,Paid,Yes,Married,4,0
LN100242,CUST50242,2024-01-20,Delhi,West,31,Female,Teacher,3,1464513,837,Personal,3648032,48,15.6,87856.77,37.9,44.2,Low,Paid,No,Married,4,0
LN100243,CUST50243,2025-01-29,Mumbai,West,57,Female,Self-employed,30,360814,695,Auto,1976192,36,10.74,60789.86,36.1,40.2,Medium,Delinquent,No,Married,1,0
LN100244,CUST50244,2024-02-02,Mumbai,North,44,Male,Self-employed,5,2261099,836,Personal,175674,60,9.49,3205.76,15.1,62.2,Low,Active,No,Married,2,0
LN100245,CUST50245,2023-07-17,Delhi,West,55,Male,Teacher,32,529389,530,Personal,1451225,48,9.95,33242.12,8.1,56.4,High,Active,No,Single,2,0
LN100246,CUST50246,2025-08-06,Delhi,East,45,Female,Teacher,9,946611,709,Education,922028,240,7.71,4137.98,31.6,72.6,Medium,Defaulted,No,Single,2,1
LN100247,CUST50247,2025-05-29,Kolkata,West,49,Female,Self-employed,31,1530212,732,Education,1737765,48,7.18,38802.84,21.2,60.9,Medium,Active,No,Single,0,0
LN100248,CUST50248,2025-07-27,Hyderabad,South,55,Male,Manager,21,1693028,655,Personal,126864,240,14.16,603.45,9.3,73.2,Medium,Delinquent,Yes,Married,2,0
LN100249,CUST50249,2025-06-15,Chennai,South,35,Male,Clerk,19,843096,715,Home,3052079,24,12.03,142468.5,52.8,54.8,Medium,Delinquent,No,Married,1,0
LN100250,CUST50250,2024-07-28,Hyderabad,North,28,Female,Self-employed,26,1663653,601,Debt Consolidation,4926215,240,14.79,23561.68,43.9,89.0,High,Defaulted,Yes,Married,4,1
LN100251,CUST50251,2023-07-10,Kolkata,East,41,Male,Clerk,6,1686241,734,Personal,771595,48,10.72,17798.12,44.3,47.0,Medium,Active,No,Single,2,0
LN100252,CUST50252,2024-04-28,Bengaluru,South,61,Female,Clerk,30,1552156,767,Auto,2211090,60,14.48,42187.6,18.1,59.1,Low,Paid,Yes,Married,3,0
LN100253,CUST50253,2025-03-11,Delhi,South,46,Female,Teacher,9,1109503,846,Home,3000748,180,7.8,17971.15,25.4,55.9,Low,Paid,Yes,Single,1,0
LN100254,CUST50254,2025-12-18,Pune,East,50,Female,Self-employed,13,880350,537,Personal,1659882,180,6.87,9855.09,18.3,60.0,High,Defaulted,No,Married,4,1
LN100255,CUST50255,2025-08-02,Delhi,North,57,Female,Clerk,24,987171,766,Education,1937474,12,15.06,185771.47,33.5,72.2,Low,Paid,No,Single,2,0
LN100256,CUST50256,2025-05-22,Delhi,North,52,Female,Clerk,27,685931,654,Auto,2149346,240,15.51,10344.62,31.3,91.4,Medium,Active,Yes,Married,1,0
LN100257,CUST50257,2023-11-26,Delhi,South,36,Female,Teacher,30,1193955,793,Business,4503085,12,15.98,435223.17,6.6,42.4,Low,Paid,No,Married,4,0
LN100258,CUST50258,2026-05-19,Kolkata,West,57,Female,Analyst,14,192184,574,Auto,1916772,24,15.2,92005.06,42.6,54.7,High,Active,Yes,Married,2,0
LN100259,CUST50259,2024-10-31,Mumbai,North,60,Male,Manager,25,293168,564,Medical,3090873,180,13.44,19479.37,48.1,59.3,High,Delinquent,No,Single,3,0
LN100260,CUST50260,2024-10-27,Bengaluru,West,22,Male,Analyst,28,2282512,673,Medical,3001839,60,8.15,54108.15,50.2,49.7,Medium,Paid,Yes,Single,2,0
LN100261,CUST50261,2023-11-09,Chennai,North,54,Female,Teacher,29,2144902,475,Business,4528868,24,17.06,220895.54,5.1,87.3,High,Delinquent,Yes,Married,0,0
LN100262,CUST50262,2025-01-21,Hyderabad,South,29,Female,Doctor,8,573748,832,Home,3040790,240,7.59,13631.61,11.6,66.7,Low,Paid,No,Single,4,0
LN100263,CUST50263,2025-01-04,Delhi,East,63,Female,Engineer,27,1227238,844,Personal,1836798,180,15.33,11768.77,14.9,45.9,Low,Active,No,Married,0,0
LN100264,CUST50264,2023-11-10,Delhi,North,34,Male,Analyst,11,2139278,725,Debt Consolidation,1382796,24,6.53,61378.86,31.0,43.0,Medium,Active,No,Married,0,0
LN100265,CUST50265,2024-08-01,Mumbai,East,56,Male,Teacher,26,2033521,644,Home,4101197,12,11.49,381035.38,14.4,49.9,High,Defaulted,No,Single,2,1
LN100266,CUST50266,2025-10-26,Chennai,North,57,Female,Self-employed,31,1478625,657,Education,1825676,84,13.17,24596.64,27.2,81.3,Medium,Active,Yes,Single,1,0
LN100267,CUST50267,2025-08-19,Hyderabad,West,46,Female,Manager,4,1934944,810,Medical,1290987,60,6.51,22917.17,58.1,87.9,Low,Paid,No,Single,1,0
LN100268,CUST50268,2025-06-27,Pune,West,62,Male,Analyst,34,2305515,476,Personal,1762519,60,15.44,33910.87,22.1,47.0,High,Active,No,Single,2,0
LN100269,CUST50269,2023-09-10,Bengaluru,West,62,Male,Manager,1,1957024,592,Debt Consolidation,1342529,36,12.74,42043.53,48.1,74.4,High,Defaulted,No,Married,3,1
LN100270,CUST50270,2024-04-17,Kolkata,West,28,Male,Clerk,12,1504998,809,Home,4368315,12,16.4,423726.55,52.5,42.4,Low,Active,Yes,Single,0,0
LN100271,CUST50271,2025-11-20,Delhi,East,49,Male,Engineer,32,2253564,644,Home,3569614,36,8.23,107316.48,27.0,58.3,High,Delinquent,Yes,Married,1,0
LN100272,CUST50272,2025-05-03,Hyderabad,South,53,Female,Manager,24,1950945,570,Home,2548392,84,10.25,33447.65,37.0,88.6,High,Active,No,Married,4,0
LN100273,CUST50273,2025-01-13,Delhi,East,35,Male,Self-employed,2,2436132,721,Medical,3018973,36,17.48,98519.15,51.6,77.3,Medium,Active,No,Single,0,0
LN100274,CUST50274,2024-11-19,Delhi,North,24,Female,Self-employed,8,527464,635,Personal,923224,180,8.12,5545.5,46.2,57.6,High,Paid,Yes,Married,2,0
LN100275,CUST50275,2025-02-04,Bengaluru,North,21,Male,Self-employed,10,496554,479,Auto,2986060,60,17.03,58243.1,15.5,85.4,High,Active,No,Single,3,0
LN100276,CUST50276,2023-12-28,Bengaluru,West,62,Female,Analyst,22,1507482,819,Home,2471507,36,12.0,76891.33,21.7,81.5,Low,Delinquent,Yes,Single,2,0
LN100277,CUST50277,2023-11-01,Bengaluru,North,40,Female,Manager,6,1274823,632,Personal,4814196,12,11.37,446797.51,29.3,50.1,High,Active,Yes,Married,0,0
LN100278,CUST50278,2023-09-17,Chennai,South,48,Male,Doctor,22,2277520,839,Home,799721,36,17.21,26037.58,35.2,85.7,Low,Paid,No,Single,0,0
LN100279,CUST50279,2023-10-03,Mumbai,East,30,Male,Clerk,19,1001779,482,Personal,2314073,12,14.51,220820.42,53.4,80.7,High,Defaulted,No,Married,2,1
LN100280,CUST50280,2023-08-10,Pune,West,32,Female,Teacher,27,494118,536,Auto,4490060,60,9.03,81591.87,10.5,56.0,High,Defaulted,Yes,Married,0,1
LN100281,CUST50281,2025-12-07,Kolkata,South,24,Female,Analyst,15,432179,832,Education,641302,60,12.46,12020.14,56.6,80.7,Low,Paid,Yes,Married,3,0
LN100282,CUST50282,2026-07-06,Chennai,North,32,Male,Doctor,7,1014188,530,Medical,2408461,180,15.07,15396.76,24.2,80.3,High,Paid,Yes,Married,4,0
LN100283,CUST50283,2025-03-26,Chennai,South,46,Female,Self-employed,1,1525045,563,Education,1361209,84,12.54,18236.96,22.8,80.9,High,Defaulted,No,Single,0,1
LN100284,CUST50284,2025-11-09,Kolkata,North,51,Female,Self-employed,23,2222518,586,Medical,2560455,180,7.42,15280.23,6.4,51.7,High,Delinquent,No,Single,4,0
LN100285,CUST50285,2023-09-23,Kolkata,North,23,Female,Teacher,10,2444372,791,Personal,2451167,240,6.74,10901.57,30.1,57.1,Low,Active,No,Single,0,0
LN100286,CUST50286,2024-07-11,Delhi,East,28,Male,Manager,14,560596,719,Auto,4852080,240,12.91,22827.01,29.6,94.8,Medium,Defaulted,No,Married,1,1
LN100287,CUST50287,2023-12-19,Hyderabad,West,27,Female,Engineer,26,541825,490,Medical,2463753,84,16.36,34128.85,21.2,58.6,High,Active,Yes,Single,0,0
LN100288,CUST50288,2025-03-26,Bengaluru,North,30,Female,Analyst,24,1792701,534,Business,3894494,240,7.36,17421.37,18.4,61.3,High,Active,Yes,Single,4,0
LN100289,CUST50289,2025-04-20,Mumbai,North,60,Male,Teacher,20,558372,776,Education,562346,12,11.32,52166.96,21.0,45.9,Low,Paid,Yes,Married,3,0
LN100290,CUST50290,2025-05-04,Pune,East,48,Male,Clerk,13,1820013,688,Business,1303619,48,8.4,29440.06,46.3,58.0,Medium,Active,No,Single,0,0
LN100291,CUST50291,2024-02-22,Bengaluru,North,55,Female,Doctor,18,716153,812,Home,1731988,120,10.69,15976.15,18.4,72.7,Low,Delinquent,Yes,Married,1,0
LN100292,CUST50292,2025-07-03,Chennai,North,45,Female,Doctor,26,628455,721,Debt Consolidation,3049182,36,9.93,93110.16,38.3,82.0,Medium,Defaulted,No,Single,2,1
LN100293,CUST50293,2026-05-21,Kolkata,South,29,Female,Clerk,10,2028167,544,Medical,2008252,60,8.11,36185.35,11.2,72.3,High,Defaulted,Yes,Married,2,1
LN100294,CUST50294,2025-03-09,Pune,West,60,Female,Manager,6,1326840,478,Medical,4295588,48,7.23,95961.65,40.1,45.7,High,Active,Yes,Single,1,0
LN100295,CUST50295,2025-09-24,Chennai,South,24,Female,Analyst,12,2041338,726,Auto,2940393,12,7.11,262454.58,57.8,50.7,Medium,Active,Yes,Married,2,0
LN100296,CUST50296,2023-07-20,Delhi,West,59,Female,Self-employed,4,1947417,622,Medical,1188295,60,8.07,21403.17,35.0,45.5,High,Active,Yes,Single,1,0
LN100297,CUST50297,2023-11-14,Kolkata,South,43,Male,Doctor,8,1611352,629,Debt Consolidation,2185960,48,17.55,53533.25,15.5,81.6,High,Active,No,Married,2,0
LN100298,CUST50298,2025-06-12,Delhi,West,51,Female,Self-employed,30,1792809,587,Debt Consolidation,4944848,180,7.01,29397.12,25.9,64.1,High,Active,Yes,Single,3,0
LN100299,CUST50299,2026-02-15,Delhi,South,39,Female,Engineer,31,2115674,591,Medical,4097541,48,14.91,98093.42,34.6,49.5,High,Active,Yes,Married,0,0
LN100300,CUST50300,2025-03-11,Mumbai,South,24,Female,Self-employed,18,755924,655,Home,4280275,180,17.86,28026.29,38.9,63.2,Medium,Defaulted,Yes,Single,3,1
LN100301,CUST50301,2024-07-18,Pune,South,47,Male,Manager,5,540054,833,Business,393739,24,16.43,19101.26,35.2,77.1,Low,Delinquent,No,Married,2,0
LN100302,CUST50302,2026-02-20,Kolkata,East,47,Male,Self-employed,26,1827486,492,Education,597796,36,9.31,18151.41,45.1,42.3,High,Paid,Yes,Single,0,0
LN100303,CUST50303,2024-02-02,Pune,West,52,Female,Self-employed,30,2280972,504,Auto,1484735,240,12.61,6966.5,44.7,93.6,High,Delinquent,No,Married,3,0
LN100304,CUST50304,2024-01-14,Pune,East,59,Male,Engineer,6,837305,638,Education,3491447,240,8.34,15760.97,18.7,68.8,High,Active,No,Married,1,0
LN100305,CUST50305,2025-04-09,Bengaluru,North,44,Female,Analyst,9,1776547,745,Personal,2902360,36,13.75,91706.51,35.7,65.9,Medium,Active,Yes,Single,3,0
LN100306,CUST50306,2023-12-07,Hyderabad,North,22,Female,Manager,30,1976299,598,Home,2872871,60,15.9,55494.29,40.7,92.0,High,Active,Yes,Married,3,0
LN100307,CUST50307,2025-07-28,Kolkata,North,65,Male,Self-employed,30,278971,669,Business,2467103,24,9.28,112335.42,47.3,88.4,Medium,Active,Yes,Single,2,0
LN100308,CUST50308,2024-08-29,Chennai,South,57,Male,Self-employed,26,1219309,490,Business,4657528,180,17.4,30377.43,29.6,54.1,High,Defaulted,No,Single,1,1
LN100309,CUST50309,2025-05-25,Delhi,North,45,Female,Self-employed,1,1388767,460,Medical,3922362,180,14.52,24954.94,9.8,83.4,High,Delinquent,Yes,Married,1,0
LN100310,CUST50310,2024-05-27,Mumbai,West,41,Male,Teacher,28,1674832,746,Debt Consolidation,353457,60,14.58,6749.85,24.9,65.7,Medium,Defaulted,Yes,Single,2,1
LN100311,CUST50311,2025-08-14,Kolkata,East,26,Male,Analyst,4,1483884,602,Personal,4454319,36,12.0,138578.81,59.5,62.8,High,Paid,Yes,Single,4,0
LN100312,CUST50312,2025-06-07,Hyderabad,South,48,Female,Teacher,20,1182190,486,Medical,3795651,36,17.88,124286.48,49.0,44.2,High,Defaulted,No,Single,0,1
LN100313,CUST50313,2024-12-04,Pune,North,60,Male,Self-employed,20,2318210,488,Business,1254458,84,7.06,15988.37,42.3,77.7,High,Paid,Yes,Married,0,0
